Stations_ID;Datum;Qualitaet;Min_5cm;Min_2m;Mittel_2m;Max_2m;Relative_Feuchte;Mittel_Windstaerke;Max_Windgeschwindigkeit;Sonnenscheindauer;Mittel_Bedeckungsgrad;Niederschlagshoehe;Mittel_Luftdruck;
1270;2017-11-09;3;4;5,2;6,2;7,6;92,5;3,1;7,9;0;7,9;0;982,94;
1270;2017-11-10;3;1,8;3,3;5,6;6,6;87,33;8;15,7;0;7,6;2,1;975,93;
1270;2017-11-11;3;1,5;3,2;4,4;6,2;87,71;6,9;16,3;0,883;6,6;1,1;970,52;
1270;2017-11-12;3;-0,9;0,6;2;3,5;95,38;3,6;9;0;7,5;2,1;964,9;
1270;2017-11-13;3;-3,5;-1,5;2,5;6,1;91,75;4,4;8,4;3,533;5,1;0,1;975,1;
1270;2017-11-14;3;-2,2;-0,7;3,5;6,8;87,88;5;9,6;5,417;6;0,2;984,81;
1270;2017-11-15;3;3,7;4,2;5,5;7,2;90,25;4,1;7,9;0,067;8;0;987,42;
1270;2017-11-16;3;-0,6;2,7;3,8;5;96,46;2,3;6,7;0;7,7;0,1;985,54;
1270;2017-11-17;3;-0,7;1,2;3,9;5,5;97,08;3,9;8,5;0;7,3;0,3;986,06;
1270;2017-11-18;3;-3,6;-0,5;2,3;4,1;87,13;6,6;16,4;0,183;6,3;0,1;979,42;
1270;2017-11-19;3;-0,9;0,5;3,1;5;87,75;7,9;14,3;0,9;6,1;0,5;974,36;
1270;2017-11-20;3;0,3;1,7;2,8;4,2;91,63;7;14,5;0;7,2;5;977,46;
1270;2017-11-21;3;3,3;3,8;7,2;8,7;91,67;7;13;0;7,9;0,6;972,63;
1270;2017-11-22;3;0,5;5,3;7,3;9,9;80,92;6,6;12,6;1,183;5;0;971,71;
1270;2017-11-23;3;1,9;5,1;10,3;13,3;66,96;7,5;18,5;4,067;3,8;0;970,06;
1270;2017-11-24;3;6,2;6,7;10,1;13,2;82,21;5,7;15,5;1,133;7,3;10,8;972,35;
1270;2017-11-25;3;-1,5;0,1;4,1;6,8;96,42;3,6;8,9;0;7,4;5;971,7;
1270;2017-11-26;3;-1,5;0;1,7;3;87,75;6,5;13,4;1,25;5,7;0;980,97;
1270;2017-11-27;3;-0,4;1;2,9;4,6;84,33;9;17,7;0,233;6,9;0,4;977,43;
1270;2017-11-28;3;-3,9;-1,5;3,1;5,2;86,33;6,2;15;2,517;5,6;0,6;967,5;
1270;2017-11-29;3;-4,4;-1,8;0,3;3,1;91,25;2,6;7;0,233;5,3;0,2;967;
1270;2017-11-30;3;-7,3;-4,2;-1,3;0,7;94,54;2,4;4,6;1,2;5,3;0;966,1;
1270;2017-12-01;3;-3,9;-1,5;-0,6;0;94,13;1,6;4;0;7,2;0;975,25;
1270;2017-12-02;3;-4,1;-1,6;-0,4;2,1;92,67;1,7;4,5;1,367;7,3;0;985,59;
1270;2017-12-03;3;-7;-4,2;-1,7;0,1;92,92;5,8;13;0;7,2;2,4;983,77;
1270;2017-12-04;3;-0,8;0;1,5;2,7;96,58;6,9;12,1;0;7,6;1,2;986,02;
1270;2017-12-05;3;1,9;2,6;4,1;4,9;89,83;7;12,5;0,083;7,8;0;991,86;
1270;2017-12-06;3;3,3;3,7;4,5;5,2;81,04;7,2;12,9;0;8;0;989,9;
1270;2017-12-07;3;-3,2;0,2;3,7;6,1;75,17;8,3;17,7;6,583;4,3;0,6;977,43;
1270;2017-12-08;3;-2,5;-1,1;2,1;5,4;85,17;7,2;15,7;3,783;5,5;0,2;968,54;
1270;2017-12-09;3;-2,5;-1,5;-0,3;0,3;82,42;9,1;17,3;0,133;6,9;0;970,5;
1270;2017-12-10;3;-3,1;-3,3;-0,6;5;83,83;8,8;18,8;0;7,4;2,5;954,53;
1270;2017-12-11;3;-0,1;2;5,1;7,2;86,13;6,2;17,7;0;7,4;2,2;946,48;
1270;2017-12-12;3;-3,1;-0,8;2,5;6,7;78,67;8,9;19,5;1,683;5,5;0;964,19;
1270;2017-12-13;3;-3,9;-1,7;1,3;3,6;81,79;8,2;18,5;2,717;5,3;0,4;968,02;
1270;2017-12-14;3;-0,8;0,4;2,4;4;86,79;8,7;24;1,05;6,7;4,6;954,45;
1270;2017-12-15;3;-1,9;0,2;1,3;3,2;91,79;3,6;11,4;2,517;6,7;0,1;958,04;
1270;2017-12-16;3;-3,8;-1,3;0,7;2,3;95,88;4,3;9,3;0,533;6,4;0,8;969,32;
1270;2017-12-17;3;-1,6;-0,4;0,9;2,2;92,38;4,7;9,3;0,117;7,1;0;980,78;
1270;2017-12-18;3;-2,5;-0,6;0,6;2,7;85,25;3,2;7,2;2,767;6,7;0;985,02;
1270;2017-12-19;3;-0,6;-0,2;1,1;2,2;95,25;4,3;8,5;0;8;0,2;992,14;
1270;2017-12-20;3;0,8;1,4;2,7;4,4;96,5;3,3;5,5;0,05;7,7;0,2;993,38;
1270;2017-12-21;3;0,8;3;4,9;6,1;97,46;5,6;10,9;0;7,5;1,5;992,72;
1270;2017-12-22;3;0,5;3;4,7;7,2;94,17;3,2;6,8;1,333;6,8;0;993,62;
1270;2017-12-23;3;0;2,2;6,2;8,2;88,25;7,8;15,8;0,1;6,6;0;990,53;
1270;2017-12-24;3;5,1;6,3;7,2;8,3;85,04;9,5;16,9;0,117;7,2;0;984,83;
1270;2017-12-25;3;-3,2;0,5;4,4;6,8;85,29;5,5;11,4;0,4;6,5;0;978,63;
1270;2017-12-26;3;0,1;2;4,2;8,6;80,71;7,9;17,6;3,05;3,5;1,3;965,59;
1270;2017-12-27;3;-1;1,5;3,4;7;77,67;4,6;9,5;1,033;7,1;0,1;952,33;
1270;2017-12-28;3;-3,1;-1;1,7;3,2;83,25;5;11,9;0,3;6,2;0;957,66;
1270;2017-12-29;3;-1,6;-0,2;0,6;3;76,63;6,5;13,9;3,55;6;0;967,23;
1270;2017-12-30;3;-2,2;-0,3;4,5;10,6;83,75;8,2;19,2;0;6,3;0,6;963,6;
1270;2017-12-31;3;7,2;7,8;10,5;12,2;79;9,1;19;0,65;7;0,2;966,1;
1270;2018-01-01;3;2,5;3,7;6,7;10,7;72,29;9;18,5;3,05;6,3;0,9;963,9;
1270;2018-01-02;3;-0,8;1,4;3,4;5,4;88,21;6,9;14,3;1,233;6,3;2;969,23;
1270;2018-01-03;3;1,5;3,5;5,5;8,6;81,83;12,6;25;1,283;6,6;3,7;955,09;
1270;2018-01-04;3;3,2;4,4;6;8,9;81,33;8,6;20,5;0,033;6,5;0,4;957,84;
1270;2018-01-05;3;1,9;3,9;6,6;8,6;79,42;8,3;21,2;0,25;6,3;0,2;960,32;
1270;2018-01-06;3;0,2;3,7;5,9;7,8;90,42;2,9;9,3;0,55;7,6;7,8;970,35;
1270;2018-01-07;3;0,1;0,1;1,3;3,8;99,33;5,1;11,2;0;8;0,5;985,27;
1270;2018-01-08;3;-0,8;-1,1;-0,4;0,2;99,38;4,8;10,5;0;8;0;988,04;
1270;2018-01-09;3;-2,1;-0,9;0,4;2,3;98,63;3,6;8,5;0;7,1;0,3;976,77;
1270;2018-01-10;3;-2,1;-0,4;4,6;8,2;86,88;3,2;7,2;2,1;4,8;0;974;
1270;2018-01-11;3;-1,6;1,1;3;4,6;95,33;1,7;4,4;0,033;6,8;0,1;977,8;
1270;2018-01-12;3;2,2;2,1;2,7;3,4;99,63;1,9;4,4;0;8;0,1;986,6;
1270;2018-01-13;3;-1,7;-1,4;0,6;2,1;98,63;3,2;8,4;0;8;0;988,13;
1270;2018-01-14;3;-3,4;-1,9;-0,4;1,5;80,25;3,9;9,1;1,233;7,1;0;985,47;
1270;2018-01-15;3;-5,6;-1,8;1;3,8;80,17;7,8;17,6;3,417;4,9;0,2;973,23;
1270;2018-01-16;3;-1,2;0,2;2,9;6,2;87,25;8,5;20,6;1,467;5,8;1,5;955,25;
1270;2018-01-17;3;-2,1;-0,4;0,5;1,4;91;9,1;18,6;1,4;6,9;0,6;959,83;
1270;2018-01-18;3;-0,7;0,9;3;8,5;80,33;11,8;36,1;1,95;6;0,3;959,55;
1270;2018-01-19;3;-3,8;-1;0,6;1,6;90,25;3,8;8,5;0,117;6,7;4,5;968,17;
1270;2018-01-20;3;-3,2;-1,1;0,7;1,7;86,75;3,7;9,5;1,367;7,1;7,2;966,92;
1270;2018-01-21;3;-11;-3;-0,8;0,3;96,96;3,3;7,3;0,2;6,9;2,1;972,94;
1270;2018-01-22;3;-3,3;-1,9;0,8;2,5;91,75;5,4;11,2;0;7,8;0,7;971,65;
1270;2018-01-23;3;0,8;1,9;3,7;6;89,96;5,9;14,9;0,033;7,3;0,3;982,5;
1270;2018-01-24;3;5;5,8;8,2;10,7;85,33;8,7;17,1;1,65;7,1;0;979,69;
1270;2018-01-25;3;5,1;6,9;8,4;10;85,54;6,7;16;0;7,7;3;975,34;
1270;2018-01-26;3;1,4;3,9;5,7;7,3;92,96;2,4;5,5;0;7,8;0,5;979,42;
1270;2018-01-27;3;-1,6;0,3;3,8;7;92,13;3,2;15,4;3,617;6;0;990,52;
1270;2018-01-28;3;3,8;4,5;6,1;7,9;84,04;9,9;19,2;0,017;7,7;0;989,49;
1270;2018-01-29;3;3,3;5,1;8;9,5;80,67;10,8;20,9;0,583;6,8;0,3;984,93;
1270;2018-01-30;3;-3,5;0,6;3;5,9;79,42;5,5;15;6,383;4,5;0;987,77;
1270;2018-01-31;3;0,5;1,7;5,8;8,2;84,38;7,5;16,8;0,55;7,5;0,8;970,51;
1270;2018-02-01;3;-2,6;-0,7;2,3;4,7;79,5;5,9;13,4;3,817;5,5;0,1;962,92;
1270;2018-02-02;3;-3,8;-1,5;1,1;3,5;85,25;6,2;12,3;1,35;5,4;0;965,07;
1270;2018-02-03;3;-2,6;-0,9;0,9;2;84;3,8;8,2;0,3;7,1;2,4;967,03;
1270;2018-02-04;3;-12,1;-4,8;-2,1;0,1;92,58;3,7;7,6;0;7,3;0,6;977,83;
1270;2018-02-05;3;-13,6;-6,6;-4,1;-2;94,75;2,5;7,9;0,2;5,4;0,1;986,88;
1270;2018-02-06;3;-14,8;-10;-6;-3,3;94,67;1,9;5,2;2,6;4,9;0;977,55;
1270;2018-02-07;3;-11,7;-8,4;-4,1;-1,2;90,88;1,6;4,4;6,667;3,4;0;976,03;
1270;2018-02-08;3;-10,3;-4,5;-2,6;-0,9;86,83;1,4;3,1;3,417;6,3;0;980,2;
1270;2018-02-09;3;-12,6;-11,1;-4,3;-0,5;93,04;2,4;5,1;1,917;5,1;0;977,37;
1270;2018-02-10;3;-1,8;-1,4;0,3;2,2;84,33;3,8;8,6;2,45;6,9;0;976,43;
1270;2018-02-11;3;-1,7;-0,4;1,1;2,6;82,92;7,1;15,9;0,117;6;0,2;966,68;
1270;2018-02-12;3;-6,6;-3,9;-0,5;2,8;89,42;5,1;11,4;0,983;5,6;0,5;972,76;
1270;2018-02-13;3;-8;-4,6;-1,2;3,1;74,67;3,8;7;8,383;2,1;0;976,88;
1270;2018-02-14;3;-11;-7,4;-2,3;3,1;73,38;3;7,1;8,8;0,1;0;979,81;
1270;2018-02-15;3;-5;-3,3;0;2,3;74,96;5,9;13,9;0;6,5;0,1;977,9;
1270;2018-02-16;3;-6,4;-2,5;1,3;5,3;87,79;4,9;12;6,083;3,1;0;985,1;
1270;2018-02-17;3;-7;-3,5;-1,1;1,2;93;2,4;6;0;6,9;0;985,13;
1270;2018-02-18;3;-5,7;-2,4;0,3;4;80,25;2,3;6;3,467;6,4;0;987,88;
1270;2018-02-19;3;-6,3;-3,9;-1,3;1,4;82,04;2,5;5,7;0,85;5,5;0;981,62;
1270;2018-02-20;3;-7,8;-5,1;-2,5;-1,3;89,67;1,7;5,4;0,417;6,2;0;979,24;
1270;2018-02-21;3;-10,3;-5,9;-2,7;0,5;83,58;3;7,5;6,267;3,5;0;984,18;
1270;2018-02-22;3;-7,9;-5,7;-2,9;1,1;74,71;4,1;12,3;6,283;3;0;983,85;
1270;2018-02-23;3;-12,2;-8,1;-5,3;-1,7;76;4,1;10,7;9,083;0,3;0;983,77;
1270;2018-02-24;3;-13,5;-9,5;-5,7;-0,8;70,13;4,4;12,7;4,633;2,3;0;987,21;
1270;2018-02-25;3;-14;-11,2;-8;-4,4;66,83;3,9;10,8;8,417;2,1;0;989,3;
1270;2018-02-26;3;-14,8;-10,4;-8,2;-6,1;80,25;4,1;11,3;1,2;6,3;0;986,2;
1270;2018-02-27;3;-16,7;-14,6;-9,9;-5,3;65,83;3,7;9,6;9,6;1,3;0;981,24;
1270;2018-02-28;3;-16,7;-14,1;-11;-7,7;73,25;4,3;10,4;0,533;4,4;0;982,46;
1270;2018-03-01;3;-14,3;-12,8;-8,8;-4,3;66,5;5,3;12,2;9,583;3,6;0;973,94;
1270;2018-03-02;3;-13,5;-12,7;-8,5;-3,6;72,25;4,2;10,8;5,083;3,8;0;963,61;
1270;2018-03-03;3;-8,8;-8,5;-6;-2,7;70,79;3,4;7,7;0,617;7,5;0,1;962,92;
1270;2018-03-04;3;-9,1;-7,5;-0,8;6,4;78,38;2,6;7,1;3,35;6,1;0;962,17;
1270;2018-03-05;3;-4,3;-0,4;5,2;9,8;71,38;3,8;10,9;6,333;5,3;0;959,11;
1270;2018-03-06;3;-6,5;-3,3;0,3;3,2;85,08;2;5,3;0;7,2;0;954,5;
1270;2018-03-07;3;-3,4;-1,6;3,4;9,9;82,46;5,3;15,1;2,433;6,6;0,3;956,66;
1270;2018-03-08;3;0,2;1,8;5,3;8,9;72,83;8,3;20,7;5,75;6,5;1,9;963,99;
1270;2018-03-09;3;-0,7;0,9;4,1;7,1;79,83;6;11,5;5,25;5;0,3;969,13;
1270;2018-03-10;3;3,3;4,6;9,4;15,2;81,29;5,5;11,9;4,717;6,8;0;966,22;
1270;2018-03-11;3;1,4;6,3;12,1;18,3;70,71;4,3;10,2;7,117;5,6;3;960,76;
1270;2018-03-12;3;5,4;7;8,6;10,3;90,58;4,9;11,1;0,317;7,5;3,5;956,29;
1270;2018-03-13;3;1,8;2,2;6,9;10,7;83,75;7,8;16,4;3,317;7,5;2,8;963,4;
1270;2018-03-14;3;-3;0,6;3,2;5,3;83,83;3,6;8,8;0,083;7,2;0,2;972,76;
1270;2018-03-15;3;-5,2;-1,6;3,5;9,7;79,38;4,3;10,7;8,283;4,5;5,1;965,71;
1270;2018-03-16;3;-3,7;-3,8;-0,4;1,9;99,33;4,4;10,3;0;8;7,5;965,4;
1270;2018-03-17;3;-7;-7,4;-6,2;-3,8;92,67;6,3;13,6;0;8;0;969,75;
1270;2018-03-18;3;-7,8;-7,9;-6;-4,2;67,92;7,5;16,6;5,667;7,2;0;972,3;
1270;2018-03-19;3;-12,3;-9,2;-5,7;-2,3;64,79;4;10,9;10,383;4,5;0;974,14;
1270;2018-03-20;3;-13,3;-10,8;-4,6;-0,3;87,71;4,6;12,6;0;5;0,8;977,57;
1270;2018-03-21;3;-14;-9;-2;3,4;73,42;3,1;5,8;10,867;4,3;0;987,25;
1270;2018-03-22;3;-3,1;-1,9;0,7;2,6;86,42;6,1;12,6;0;7,9;0,4;976,27;
1270;2018-03-23;3;-0,3;0,6;3,3;6,3;89,92;3,6;6,4;0,117;7,3;0,1;968,88;
1270;2018-03-24;3;-3,6;-0,7;4,8;9,4;72,38;2,7;9;8,133;4,1;0;965,86;
1270;2018-03-25;3;-5,9;-3;4,3;10,4;74,33;2,2;6;10,117;4,2;0;969,1;
1270;2018-03-26;3;-1,5;1,6;4,6;8,5;79,33;2,7;7,9;0,733;7,5;0,6;974,9;
1270;2018-03-27;3;-4,3;-1,2;4,1;9;75;2,2;7,4;5,267;5,7;0,6;974,67;
1270;2018-03-28;3;3;4,1;6,3;9,2;86,25;4,5;15,1;0;8;3,8;964,28;
1270;2018-03-29;3;-2,8;0,1;4;8,6;76,46;7;16,5;2,55;5,2;0,8;967,07;
1270;2018-03-30;3;-3,4;-0,2;6,5;12,7;66,88;3,7;10,1;6,883;5;9,9;966,24;
1270;2018-03-31;3;0,9;2,4;4;6,2;92,25;3,3;7,9;0,117;7,7;1,4;960,92;
1270;2018-04-01;3;-3,1;0,6;3,1;6,1;86,33;4,8;10,6;0,883;5,6;0,4;967,69;
1270;2018-04-02;3;-4;-0,9;6,4;11,5;65,38;4,5;10;7,667;5,7;0,1;971,18;
1270;2018-04-03;3;6,2;7,7;13,4;19,3;53,71;6,1;13,1;6,55;6,7;0;966,28;
1270;2018-04-04;3;2,9;7,4;13,4;20,7;58,46;5,6;23,1;6,267;4,1;2,2;965,81;
1270;2018-04-05;3;-4,4;0;7,5;12,2;75,92;7,4;16,7;2,717;5,6;2,1;972,71;
1270;2018-04-06;3;-6,3;-2;5,7;12,7;57,17;3,2;10,1;12,083;0,7;0;983,95;
1270;2018-04-07;3;-3,8;2,8;12,2;22,8;41,38;3,2;8,9;12,133;1,3;0;976,89;
1270;2018-04-08;3;3,4;8;13,7;20,2;57,92;3,5;9,2;12,167;0,3;0;971,72;
1270;2018-04-09;3;1;5;12,9;19,5;65,83;2,4;7,3;7,317;4,3;0;968,1;
1270;2018-04-10;3;1,8;5,8;14,1;21,2;62,5;3,2;13,3;12,017;2;0;965,86;
1270;2018-04-11;3;3,7;8;11,8;15,5;78,54;2,6;8,3;4,8;4,5;1,1;969,19;
1270;2018-04-12;3;7;8,5;14,7;21,2;70,25;3,3;8;5,533;6,3;0;965,04;
1270;2018-04-13;3;8,4;9;12,3;17;82,17;5;15,2;1,133;7,5;8,2;967,88;
1270;2018-04-14;3;6,7;8,8;13,4;18,8;66,92;5,4;12;9;5,3;0;979,49;
1270;2018-04-15;3;4,8;7,8;13,9;18,8;68,67;2,2;5,4;7,433;6,7;0,2;975,41;
1270;2018-04-16;3;6,2;10,3;13,2;16,4;83,04;2,1;5,9;0,467;7,2;11,3;976,63;
1270;2018-04-17;3;4;7,5;13,2;18,6;77,04;;;8,583;3,1;0;987,52;
1270;2018-04-18;3;4,6;7,7;16;22,2;62,88;;;12,717;2,7;0;993,19;
1270;2018-04-19;3;4,7;8;17,1;23,6;58,63;;8,3;12,75;3,2;0;991,67;
1270;2018-04-20;3;5,9;9,7;18,5;25,3;62,29;2,1;4,7;12,767;1,9;0;985,75;
1270;2018-04-21;3;7,2;10,3;16,8;22,6;68,46;2,3;7,2;11,9;1,9;0;982,05;
1270;2018-04-22;3;6,5;10,1;17,4;25,5;69,5;2,5;8,9;10,167;3,7;0,2;977,08;
1270;2018-04-23;3;5,5;9,1;15,8;21,1;71,63;4,2;11,5;4,117;5,2;0,4;975,96;
1270;2018-04-24;3;5,5;7,2;13,2;17,2;66,08;5;11,1;4,2;6,8;0;977,29;
1270;2018-04-25;3;3,7;7,3;12,7;17,3;71,33;6,3;17,8;4,983;5,5;0,7;972,38;
1270;2018-04-26;3;3,6;5,7;8,7;12,2;74,08;5,5;15,7;6,317;4,6;1,7;977,24;
1270;2018-04-27;3;0,9;3,8;10,8;16,9;59,75;2,9;9,4;10,617;4,5;0;975,21;
1270;2018-04-28;3;3,1;5;13,3;19,9;59,42;4,4;12,6;9,133;4,3;2;973,58;
1270;2018-04-29;3;8,6;9,7;15,8;21,8;71,46;3;8,5;10,467;4,2;0;970,37;
1270;2018-04-30;3;8,8;10,4;14;17,6;62,5;6,7;16,8;7,6;4,3;0;964,55;
1270;2018-05-01;3;0,1;4,1;9,3;13,4;55,42;7,6;17,2;11,267;2,8;0;973,05;
1270;2018-05-02;3;-1,6;1,1;8,8;14,5;69,38;2,4;8,8;1,633;5,7;0;975,47;
1270;2018-05-03;3;3,8;5,7;11,6;16,1;67,83;3,2;7,9;3,817;5,6;0;977,51;
1270;2018-05-04;3;4,2;7,5;10,9;14,7;58,54;2,9;7,8;1,233;5,6;0;984,39;
1270;2018-05-05;3;2,2;5,2;12,2;18,1;56,67;3,4;11;13,783;1;0;987,27;
1270;2018-05-06;3;3,8;6,3;14,1;19,7;54,42;3;10,6;13,867;0;0;986,83;
1270;2018-05-07;3;2,1;6,7;15,5;21,5;56,33;3;10,4;13,917;0;0;982,73;
1270;2018-05-08;3;3,7;8,2;17;23,3;54,79;2,9;10,1;13,917;0,2;0;975,83;
1270;2018-05-09;3;6,2;9,6;17,4;23,6;62,25;2,9;8,6;10,533;2,5;0;971,07;
1270;2018-05-10;3;7,7;10,6;15,1;23;77,25;3,3;10,4;6,983;4,7;9,7;972,27;
1270;2018-05-11;3;8,5;9,6;13,5;17,3;74,75;2,2;5,7;3,117;6;0;981,37;
1270;2018-05-12;3;10,4;11,7;16,2;22,7;79,38;2,5;13,1;7,7;5;6,5;977,86;
1270;2018-05-13;3;10,9;12,6;18,3;24,5;67,08;3,1;12,2;12,3;3,2;0;972,69;
1270;2018-05-14;3;8,1;11,6;17,4;23,5;53,08;4,2;13,2;14,183;1,3;0;973,53;
1270;2018-05-15;3;6,5;8,8;13;19,2;75,25;3,2;10,8;4,7;6,1;9,4;976,1;
1270;2018-05-16;3;10,2;10,6;13,7;16,9;84,88;2,7;8,2;2,917;7,2;0,9;975,63;
1270;2018-05-17;3;7,2;8,8;12,8;16,4;78,29;5,6;10,6;11,183;6,9;0;978,35;
1270;2018-05-18;3;6,3;7,9;10,1;12,5;81,21;3,1;7,4;0,183;7,8;0;982,12;
1270;2018-05-19;3;6,5;8,6;12,1;16;74,5;1,9;6,4;5,183;6,2;0;983,48;
1270;2018-05-20;3;5,4;8,3;14,8;20,5;60,38;3,1;11;14,317;1,3;0;984,45;
1270;2018-05-21;3;6,1;9,7;16;21,7;59,08;3,6;12,5;14,483;0,9;0;979,89;
1270;2018-05-22;3;7,3;10,5;17,3;23,3;56,54;2,6;8,4;11,917;4,8;0;976,31;
1270;2018-05-23;3;9,7;12;17,5;23,8;61,21;3,7;13,3;8,683;5,7;0;981,08;
1270;2018-05-24;3;13;13,3;14,8;16,4;87,33;2,9;7,3;0;7,6;15,8;982,32;
1270;2018-05-25;3;10,1;13,4;17,4;21,8;82,29;1,8;7,2;4,35;5,9;1,6;981,91;
1270;2018-05-26;3;8,5;11,4;19,2;24,9;64,96;2;7,7;12,983;1,9;0;983,53;
1270;2018-05-27;3;10,7;12,9;18,8;23,9;73,67;2,1;7,6;7,5;5;0,7;982,1;
1270;2018-05-28;3;11;13,5;21,5;27,3;67,96;2,5;7,7;14,2;4;0;980,55;
1270;2018-05-29;3;15,4;16,4;22;26,8;72,58;2,8;12,6;6,783;4,3;7,1;976,33;
1270;2018-05-30;3;15;15,9;20,5;24,4;82,38;2,2;5,6;7;4,8;0;977,35;
1270;2018-05-31;3;13,1;15,1;21,6;26,5;74,46;1,8;6,7;8,65;5;0;977,19;
1270;2018-06-01;3;14,5;15,8;20,3;24,3;76,08;4,4;11;8,7;5,3;0;978,13;
1270;2018-06-02;3;12,3;14,4;17,4;20,9;83;4,2;9,4;1,983;6,3;0,1;980,15;
1270;2018-06-03;3;10,1;11,9;18,6;23,8;75,13;2,3;5,7;10,1;3,3;0;980,23;
1270;2018-06-04;3;10,7;12,8;19,9;25,5;70,04;2,3;7,7;13,633;2;0;975,34;
1270;2018-06-05;3;11;14,2;17,4;22,1;80,33;2,2;7,2;6,033;3,8;0;975,44;
1270;2018-06-06;3;9,5;12,2;19,3;24,9;68,79;3;9,3;13,967;1,5;0;977,03;
1270;2018-06-07;3;11,5;13,2;19,4;26,5;66,67;2,7;11,5;6,25;4,8;0;977,71;
1270;2018-06-08;3;15,2;16,9;22,6;27,7;57,5;2,2;6,8;10,617;5,8;0;975,6;
1270;2018-06-09;3;12;14,3;21,2;28,4;64,25;2,6;13,5;8,417;4,2;0;974,45;
1270;2018-06-10;3;13,7;16,4;20;25;80,58;3,3;7,7;5,6;5,9;0;973,78;
1270;2018-06-11;3;13,5;15,2;17,3;20,4;85,79;2;5,3;0,133;7,8;1,5;974,01;
1270;2018-06-12;3;12,5;12,8;15,5;18,2;74,5;2,9;7,3;0,717;7,3;0;973,32;
1270;2018-06-13;3;11,2;11,7;13,2;14,9;74,46;3,9;8,7;0,367;7,6;0;976,02;
1270;2018-06-14;3;10,1;11,6;15,4;21,2;63;2,9;11,9;10;6,3;0;978,21;
1270;2018-06-15;3;10,8;12,4;16,7;19,7;71,54;1,9;5,6;1,483;7,4;0;979,55;
1270;2018-06-16;3;13,6;15,7;19,8;24,5;61,92;2;5,8;2,983;6,3;0;978,27;
1270;2018-06-17;3;9,8;12,7;17,7;22;67,54;3,8;11,1;5,65;5,3;0;979,19;
1270;2018-06-18;3;12;13,3;17,4;22,1;66,96;4,3;10,2;7,417;5,2;0;983,24;
1270;2018-06-19;3;12,3;13,8;18,7;22,2;71,96;4;10,2;3,45;5,4;0;985,1;
1270;2018-06-20;3;10,1;12,7;21,3;28,4;65,88;2,5;8,2;12,633;2,6;0;983,09;
1270;2018-06-21;3;7,4;8,5;17;25,2;62,58;6,1;18,2;11,2;3,5;0,7;977,97;
1270;2018-06-22;3;4,7;6,6;10,4;15,2;80,29;6,7;15,1;3,2;5,5;1,2;983,1;
1270;2018-06-23;3;5,3;7,3;10,6;13,2;85,5;4,4;11,4;0,183;7,2;0,7;985,16;
1270;2018-06-24;3;9,5;10,3;13;16,9;72,63;4,1;10;2,033;7,5;0,3;982,88;
1270;2018-06-25;3;11,2;11,4;14,9;19,9;74,42;3,5;9,9;3,517;6,8;0,1;983,96;
1270;2018-06-26;3;13,1;12,8;17,1;22,9;70,67;2,5;9;7,417;5,7;0,3;985,42;
1270;2018-06-27;3;11,3;13,4;17,9;22,4;59,79;3,5;9,7;12,5;2,9;0;985,96;
1270;2018-06-28;3;10,5;12,8;19,6;26,8;57,04;3,7;13,7;7,767;5,2;0;983,05;
1270;2018-06-29;3;15,4;16,3;22,5;29;43,63;3,5;9,4;13,267;3;0;979,04;
1270;2018-06-30;3;9,4;12,3;17,5;22,5;48,42;4,1;12;13,25;1;0;980,22;
1270;2018-07-01;3;6,9;10;16,1;21,3;43,25;3,6;11,4;15,117;0,1;0;981,64;
1270;2018-07-02;3;4,4;7;16,9;23,4;40,71;2,7;8,7;15,1;0,2;0;980,05;
1270;2018-07-03;3;4,4;8;19,3;26,7;35,75;2,1;8,3;15,033;0,9;0;979,47;
1270;2018-07-04;3;6,9;9,3;21,9;29,6;40,96;2,7;8,4;10,933;4,1;0;976,95;
1270;2018-07-05;3;12,9;15,4;21,8;29,9;61,5;4,4;13,2;11,567;4,7;4,6;974,91;
1270;2018-07-06;3;9,6;12,5;18;22,4;67,25;4,1;10,6;9,833;3,7;0;980,16;
1270;2018-07-07;3;6,1;8,9;17,7;24,9;47,67;4,3;10,9;14,45;1,2;0;983,63;
1270;2018-07-08;3;9,4;10,7;18,6;25,3;56,71;3;7,5;8,983;3,8;0;983,77;
1270;2018-07-09;3;9,9;11,5;18,4;24,5;52,75;3,9;11,9;10,933;4,7;2,4;982,25;
1270;2018-07-10;3;11,2;11,5;14,8;19,1;73,83;2,4;9,2;1,783;7,4;7,2;978;
1270;2018-07-11;3;9,8;11,7;14,5;18,8;80,83;2,2;9,6;1,817;6,6;0,8;977,3;
1270;2018-07-12;3;9,4;11,3;16,8;22,9;76,79;4,5;11,6;3,017;6,2;0,4;978,65;
1270;2018-07-13;3;11,3;12,5;20,2;27,2;60,08;4;9,4;12,983;1,8;0;981,29;
1270;2018-07-14;3;9,3;11,8;20;27,2;57,46;2,2;7;12;1,6;0;981,36;
1270;2018-07-15;3;12;13,6;20,2;26,3;54,25;2,6;8,4;13,867;2,1;0;979,12;
1270;2018-07-16;3;11,8;13,9;19,8;25,5;54,67;2,7;8,1;8,8;4,2;0;976,5;
1270;2018-07-17;3;10,8;12,2;22,2;30;50,92;4,6;12,1;13,917;2,8;0;975,9;
1270;2018-07-18;3;12,4;15,5;21,1;26,3;51;4,5;11,9;12,067;2,5;0;979,2;
